54.5	73.5
58.090908	72.30303
60.166668	72.80556
60.771427	74.42857
60.756756	75.75676
60.771427	76.42857
60.63158	76.92105
60.162163	77.4054
59.243904	78
57.243904	78
56	77.756096
54.756756	76.75676
52.42857	75.22857
50.5	73
51.57143	70.22857
54.128204	68.871796
57.08108	68.54054
61	68
63.975	68.675
66.16216	69.5946
67.17949	70.589745
68	71
68.5814	71.209305
68.925	71.2
68.28889	70.86667
66.36364	69.90909
63.162792	69.325584
60.795456	67.25
60.243904	65
62	63.243904
65.871796	62.128204
70.969696	61.18182
76.138885	61.38889
79.1579	61.789474
80.75676	61.756756
81.789474	61.157894
82.166664	60.5
83	59
83.5946	56.837837
82.8	55.075
81.128204	54.128204
79	53
77.4054	53.162163
77.42857	53.771427
77.22857	54.57143
78.30303	56.090908
78.36667	57.633335
78.413795	58.724136
78.78571	59.5
79.90909	60.090908
80.90909	59.909092
81.09091	59.090908
81	57.826088
80.36667	56.366665
78.5	53.5
76.29412	52.5
74.09091	52.696968
73	53
72.51852	54.11111
71.6	56.04
70.5	57.785713
70.382355	58.85294
70.16216	59.594593
